german,english,hungarian,type,⍨,score,,
h entlassen,"to lay off, to fire; to release sb (from an institute)",kirúgni; kiengedni (intézményből),verb,2014-10-09,5,,
h entlasten,"to relieve, to ease; to exonerate",levenni; tehermentesíteni,verb,2014-05-07,5,,
"s entlaufen, entliefen, entlaufen, entläufst, entläuft",to run away,elszaladni,verb,2014-05-07,5,,
"h entnehmen, entnahmen, entnommen, entnimmst, entnimmt",to take from,elvenni vmit vmiből,verb,2014-05-07,5,,
"h entscheiden, entschieden, entschieden",to decide,eldönteni,verb,2014-10-09,5,,
"h entscheiden, entschieden, entschieden",to decide sth,dönteni vmiről,verb,2014-05-01,5,,
"h entscheiden, entschieden, entschieden + sich (A)",to decide,"dönteni, döntést hozni",verb,2014-05-01,5,,
s enttäuscht sein + von (D),to be disappointed in/with/by/to sb/sth,csalódni vkiben,verb,2014-10-18,5,,
h enttäuschen,to disappoint,csalódást okozni,verb,2015-03-29,5,,
"h entwerfen, entwarfen, entworfen",to draft,előállítás (tervezés+gyártás),verb,2014-05-01,5,,
h erbauen,"to build, to construct",megépíteni,verb,2014-05-07,5,,
"s erbleichen, erbleichten/erblichen, erblichen",to blanch,elsápadni,verb,2014-10-12,5,,
"h erbringen, erbrachten, erbracht",to produce result,"teljesíteni, eredményt hozni",verb,2014-05-07,5,,
h erdrücken,"to crush, to squeeze dead, to kill by squeezing","összetörni, összeroppantani",verb,2014-05-10,5,,
"h erfahren, erfuhren, erfahren, erfährst, erfährt",to learn; to experience,"megtudni; megtapasztalni, tapasztalni",verb,2014-05-08,5,,
h erfüllen,to grant; to fulfill; to accomplish,teljesíteni; véghezvinni,verb,2014-05-10,5,,
"h erhalten, erhielten, erhalten, erhältst, erhält",to keep; to receive,megtartani; megkapni,verb,2014-05-24,5,,
h erhöhen,to raise; to increase,felnevelni; növelni,verb,2014-05-10,5,,
h erholen,to recover,kipihenni,verb,2014-05-07,5,,
h erkennen,"to recognize, to realize",felismerni,verb,2014-10-08,5,,
s erkranken,to fall sick,megbetegedni,verb,2014-05-07,5,,
h erleben,to experience,megtapasztalni,verb,2014-05-10,5,,
h erledigen,"to take care of, to handle; to finish, to complete",elintézni,verb,2014-05-01,5,,
h erledigen,to get sthg done,elintézni,verb,2014-05-09,5,,
s erledigt sein,to be ready,kész lenni (átv. is),verb,2014-05-09,5,,
h erlernen,"to learn, to master",megtanulni,verb,2014-05-07,5,,
h ermöglichen,"to enable, to make possible",lehetővé tenni,verb,2014-05-08,5,,
"s erschrecken, erschraken, erschrocken, erschrickst, erschrickt",to scare,megijeszteni,verb,2014-05-01,5,,
h ersteigern,to purchase at auction,aukción vásárolni,verb,2014-10-17,5,,
h erwähnen,to mention,megemlíteni,verb,2014-05-01,5,,
h erwarten,to expect; to await,elvárni,verb,2014-05-05,5,,
h erwischen,to catch,elkapni,verb,2014-05-01,5,,
h erzählen,to tell,elmesélni,verb,2014-05-05,5,,
"h essen, aßen, gegessen, isst/ißt, isst/ißt",to eat,enni,verb,2014-10-12,5,,
"s fahren, fuhren, gefahren, fährst, fährt",to drive; to travel,utazni,verb,2014-10-12,5,,
"h fahren, fuhren, gefahren, fährst, fährt + (A)",to drive sth,vezetni vmit; elvinni vkit vhova,verb,2014-10-12,5,,
"s fallen, fielen, gefallen, fällst, fällt","to fall, to drop",esni; összeesni,verb,2014-10-12,5,,
"h/s falsche liegen, falsche lagen, falsche gelegen",to make a mistake,tévedni; hibázni,verb,2014-05-01,5,,
"h fangen, fingen, gefangen, fängst, fängt",to catch,elkapni,verb,2014-10-12,5,,
"h fechten, fochten, gefochen, drischst, drischt",to fence,elkeríteni,verb,2014-10-12,5,,
h fehlen,to lack; to be absent,hiányozni; hiányolni,verb,2014-06-06,5,,
h fehlen + (D) + an (D),to lack,hiányozni,verb,2014-08-06,5,,
"h festhalten, festhielten, festgehalten, festhältst, festhält",to retain; to detain,megragadni; megfogni; visszatartani,verb,2014-06-04,5,,
h festlegen,"to set, to determine",kikötni,verb,2014-05-10,5,,
"h festnehmen, festnahmen, festgenommen, festnimmst, festnimmt",to arrest,letartóztatni,verb,2014-05-07,5,,
h festsetzen,to set,"megállapítani, megállapodni",verb,2014-05-01,5,,
"h finden, fanden, gefunden",to find,"találni, megtalálni",verb,2014-10-12,5,,
"h fliegen, flogen, geflogen","to fly sth, to pilot",repülni; repülővel utazni,verb,2014-10-12,5,,
"s fliegen, flogen, geflogen","to fly, to travel",repülőt vezetni,verb,2014-10-12,5,,
"h fliehen, flohen, geflohen",to flee from sb; to avoid,"elkerülni vkit, kerülni vkit",verb,2014-10-12,5,,
"s fliehen, flohen, geflohen","to flee, to escape; to diverge","elszökni, megszökni; eltérni",verb,2014-10-12,5,,
"s fließen, flossen, geflossen",to flow,"folyik, ömlik",verb,2014-10-12,5,,
h foltern,to torture,kínozni,verb,2014-05-01,5,,
h fordern,to demand,követelni,verb,2014-05-01,5,,
h fördern,"to support; to promote, to foster","támogatni, előmozdítani",verb,2014-05-06,5,,
h Freude machen,"to gladden, to make sb glad",örömet okozni,verb,2014-08-06,5,,
h freuen,"to be glad, to be happy",örülni,verb,2014-08-02,5,,
h freuen + sich (A) + auf (A),to look forward,örömmel várni vmit,verb,2014-06-06,5,,
h freuen + sich (A) + über (A),to be glad ,örülni vminek,verb,2014-08-02,5,,
"h frieren, frohen, gefrohen",to freeze,"fázni (személy); hidegnek lenni (időjárás, hőmérséklet)",verb,2014-10-12,5,,
"s frieren, frohen, gefrohen",to freeze,megfagyni (anyag),verb,2014-10-12,5,,
h fürchten + sich (A) + vor (D),to be afraid of sth/sb,tartani vmitől,verb,2014-10-15,5,,
h füttern,to feed,etetni,verb,2014-05-01,5,,
"h gebären, gebaren, geboren, gebierst/gebärst, gebiert/gebärt","to give birth to, to bear",szülni,verb,2014-10-12,5,,
"h geben, gaben, gegeben, gibst, gibt",to give,adni,verb,2014-10-12,5,,
"s gedeihen, gediehen, gediehen","to thrive, to flourish, to prosper","tenyészni; növekedni, virágozni (átvitt)",verb,2014-10-12,5,,
"h gefallen, gefielen, gefallen, gefällst, gefällt",to be liked,tetszeni,verb,2014-05-01,5,,
s gehen + um,to say sthg about sthg,szólni valamiről,verb,2014-06-06,5,,
"s gehen, gingen, gegangen",to go,menni,verb,2014-05-01,5,,
"s gelingen, gelangen, gelungen", to succeed,sikerülni,verb,2014-05-09,5,,
"h gelten, galten, gegolten, giltst, gilt + als","to apply, to pertain",vminek számítani; számítani (érvényesnek lenni),verb,2014-09-10,5,,
h genehmigen,"to permit, to sanction, to approve",engedélyezni,verb,2014-05-01,5,,
s genervt sein,to be nervious; to be angry,idegesnek lenni; bosszúsnak lenni,verb,2014-05-29,5,,
"s genesen, genasen, genesen",to recover; to recuperate,"felépülni (egészségileg), felgyógyulni",verb,2014-10-12,5,,
"h genießen, genossen, genossen","to enjoy; to have (some food or beverage), to eat, to drink",élvezni,verb,2014-05-29,5,,
"h gewinnen, gewannen, gewonnen",to win,nyerni,verb,2014-05-10,5,,
h gewöhnen + sich (A),to get used to,megszokni,verb,2014-05-01,5,,
h gewöhnen + sich (A) + an (A),to get used to sth,megszokni vmit,verb,2014-05-01,5,,
h gewöhnen + sich (A) + an (D),to get used to sth,hozzászokni vmihez,verb,2014-10-18,5,,
"h gießen, gossen, gegossen, gießt, gießt","to water, to pour","öntözni, önteni",verb,2014-05-01,5,,
h glänzen,"to shine, to sparkle",fényleni; kiemelkedni,verb,2014-05-01,5,,
h glauben + an (A),to believe in sb,hinni vkiben/vmiben,verb,2014-05-10,5,,
h glauben + (D),to believe,hinni vkinek; hinni vmiben,verb,2014-05-10,5,,
s gleicher Meinung sein,"to agree in sth, to have the same opinion on sth","egyetérteni vmiben, egy véleményen lenni",verb,2014-10-11,5,,
"s gleiten, glitten, geglitten"," to glide; to float; to slide, to slip","suhanni; csúszni, csusszanni",verb,2014-10-12,5,,
"h glimmen, glommen, geglommen",to smoulder,parázslani,verb,2014-10-12,5,,
"h graben, gruben, gegraben, gräbst, gräbt",to dig,ásni,verb,2014-05-01,5,,
"h greifen, griffen, gegriffen",to grab; to grasp; to grip,"fogni, megfogni, megragadni",verb,2014-10-12,5,,
"h halten, hielten, gehalten, hältst, hält","to hold; to stop, to halt, to hold back; to support, to hold up",tartani vmit; megállítani vmit; segíteni vmit,verb,2014-05-07,5,,
"h halten, hielten, gehalten, hältst, hält + (A) + für (A)","to consider, to regard (sb to be sth)",vmit vminek tartani,verb,2014-05-11,5,,
"h halten, hielten, gehalten, hältst, hält + sich (A) + an (D)",to adhere to sthg,tartani magát vmihez,verb,2014-05-11,5,,
"h hauen, hieben/hauten, gehauen/gehaut","to spank, to beat, to hit (colloquial)","elverni, elfenekelni (informális)",verb,2014-10-12,5,,
"h heben, hoben, gehoben",to lift; to raise,emelni,verb,2014-10-12,5,,
"h heben, hoben, gehoben + sich (A)",to lift; to raise,emelkedni,verb,2014-10-12,5,,
"h heißen, hießen, geheißen","to be called, to be named; to call (sb sth); to mean; to be said",nevezve lenni; hívni (vkit vhogy); jelenteni (értelmezés); mondva lenni (azt mondják...),verb,2014-10-12,5,,
"h helfen, halfen, geholfen, hilfst, hilft",to help,segíteni,verb,2014-10-12,5,,
"s heranfahren, heranfuhren, herangefahren, heranfährst, heranfährt",to pull over,lehúzódni; ráhúzódni (autóval),verb,2014-05-29,5,,
"s heranwachsen, heranwuchsen, herangewachsen, heranwächst, heranwächt",to grow up,felnőni,verb,2014-08-20,5,,
"h heraufbringen, heraufbrachten, heraufgebracht",to bring up sth,felvinni (hova nélkül),verb,2014-05-05,5,,
"h herausbringen, herausbrachten, herausgebracht","to bring out, to release","kivinni, kihozni",verb,2014-05-07,5,,
h herausholen,"to get sth out, to retrieve, to withdraw",kivenni,verb,2014-05-07,5,,
"h herausnehmen, herausnahmen, herausgenommen, herausnimmst, herausnimmt",to take out,kivenni,verb,2014-05-07,5,,
"h herbringen, herbrachten, hergebracht",to bring here,idehozni,verb,2014-05-07,5,,
"h hereinbringen, hereinbrachten, hereingebracht",to bring in,bevinni (fizikai),verb,2014-05-07,5,,
"s herkommen, herkamen, hergekommen",to come here,idejönni,verb,2014-05-07,5,,
"h hersehen, hersahen, hergesehen, hersiehst, hersieht",to look here,idenéz,verb,2014-05-07,5,,
h herüberholen,"to fetch, to fetch sb over",áthozni (fizikálisan),verb,2014-05-07,5,,
"h herübernehmen, herübernahmen, herübernommen, herübernimmst, herübernimmt",to carry sth. over; to take over,átadni vmi fölött,verb,2014-05-07,5,,
"h herumbringen, herumbrachten, herumgebracht",to bring sb. round,körbevinni (mindenkihez),verb,2014-05-07,5,,
h herumhocken,to sit around; to sit idle,ücsörögni; lógni (vhol),verb,2014-08-01,5,,
"s herumkommen, herumkamen, herumgekommen",to get around,elkerülni (elvont v. fizikális),verb,2014-05-07,5,,
h herumsitzen,to sit around; to sit idle,ücsörögni,verb,2014-08-01,5,,
h herumspielen,"to toy with, to play about",játszadozni,verb,2014-05-05,5,,
"h herunterbringen, herunterbrachten, heruntergebracht",to bring down; to get sth. down (stairs),levinni,verb,2014-05-07,5,,
"h/s herunterfahren, herunterfuhren, heruntergefahren, herunterfährst, herunterfährt","to shut down, to power off","lekapcsolni, lezárni (elektronikus eszközt)",verb,2014-10-06,5,,
"h herunterladen, herunterlud, heruntergeladen, herunterlädst, herunterlädt",to download,letölteni,verb,2014-05-01,5,,
"h herunternehmen, herunternahmen, heruntergenommen, herunternimmst, herunterzunimmt",to take down,levenni vmit (föntről),verb,2014-05-07,5,,
s hervorheben,"to highlight, to emphasize",kiemelni,verb,2014-10-11,5,,
"h hinaufbringen, hinaufbrachten, hinaufgebracht",to take upstairs,felvinni (hova nélkül),verb,2014-05-05,5,,
"h hinbekommen, hinbekämen, hinbekommen",to get sth. (about) right,sikeresen végrehajtani,verb,2014-08-20,5,,
"h hinbringen, hinbrachten, hingebracht",to take there,odavinni,verb,2014-05-07,5,,
"h hineinlesen, hineinlasen, hineingelesen",to read sth. into sth.; to read a short part,beleolvasni (átv. is); sorok között olvasni,verb,2014-05-18,5,,
"h hineinlesen, hineinlasen, hineingelesen, hineinliest, hineinliest",to read sth. into sth.,beleolvasni,verb,2014-05-18,5,,
"h hineintun, hineintue, hineintust, hineintut, hineintun, hineintut, hineintun, hineintaten, hineingetan",to put in,beletenni,verb,2014-10-08,5,,
"s hinfahren, hinfuhren, hingefahren, hinfährst, hinfährt",to travel there,elutazni oda,verb,2014-05-01,5,,
"s hinfallen, hinfielen, hingefallen, hinfällst, hinfällt",to fall,elesni,verb,2014-05-01,5,,
s hinhocken,to squat down,leguggolni,verb,2014-08-06,5,,
"h hinnehmen, hinnahmen, hingenommen, hinnimmst, hinnimmt",to accept,elfogadni,verb,2014-05-07,5,,
s hinreisen,to travel somewhere,elutazni valahova (ritka),verb,2014-05-01,5,,
h hinsehen,"to look sw; to have a look, to take a look",odanéz; megnéz,verb,2014-05-07,5,,
"h hinweisen, hinwiesen, hingewiesen, hinweist, hinweist","to indicate, to suggest",utalni vmire; felhívni vmire a figyelmet,verb,2014-10-13,5,,
"s hinzukommen, hinzukamen, hinzugekommen",to be added (to chat),bekapcsolódni (beszélgetésbe),verb,2014-06-04,5,,
"h hochbringen, hochbrachten, hochgebracht",to take upstairs,felvinni,verb,2014-05-07,5,,
"s hochgehen, hochgingen, hochgegangen",to go up,felmenni,verb,2014-05-01,5,,
s hocken,to squat; to hang out swhere (colloquial),guggolni; lógni valahol (informális),verb,2014-05-18,5,,
h interessieren + sich (A) + für (A),to be interested in sb/sth,érdeklődni vki/vmi iránt,verb,2014-10-11,5,,
s interessiert sein + an (D),to be interested in sb/sth,érdeklődni vki/vmi iránt,verb,2014-10-11,5,,
h irren,to be mistaken; to err,"hibázni, tévedni; tévedésben lenni",verb,2014-08-01,5,,
s jdm. recht sein,to be okay with sb.,"megfelelni, jónak lenni",verb,2014-10-18,5,,
"h können, kann, kannst, kann, können, könnt, können, konnten, gekonnt",to be able,"tudni, képesnek lenni",verb,2014-10-12,5,,
h kehren,to sweep,söpörni,verb,2014-05-01,5,,
"h kennen, kannten, gekannt",to know (sb/sth),tudni,verb,2014-10-12,5,,
h kennzeichnen,"to flag, to mark",megjelölni,verb,2014-06-04,5,,
h kichern,"to chuckle, to giggle",vihogni,verb,2014-10-01,5,,
"s klar|kommen, klarkamen, klargekommen",to get along; to clear,boldogulni vmivel; tisztázni,verb,2014-05-18,5,,
h klauen,to steal (colloquial),lopni (informális),verb,2014-05-01,5,,
h kleben,"to stick, to adhere, to glue",ragadni; ragasztani,verb,2014-07-06,5,,
"h klimmen, klommen, geklommen",to climb,mászni,verb,2014-10-12,5,,
"h klingen, klangen, geklungen",to sound; to clink,hallatszani,verb,2014-05-24,5,,
"h kneifen, kniffen, gekniffen",to pinch,"megcsípni, lapítni, beszorítani, belecsípni vmibe, összenyomni vmit két ujjal",verb,2014-10-12,5,,
h knüpfen,to tie,csomózni,verb,2014-05-11,5,,
"s kommen, kamen, bekommen","to come, to arrive",jönni; érkezni,verb,2014-10-12,5,,
"s kommen, kamen, gekommen",to come,jönni,verb,2014-05-01,5,,
h komprimieren,to compress,"összenyomni, sűríteni",verb,2014-10-06,5,,
h krachen,to crash,csattanni,verb,2014-05-15,5,,
h kratzen,to scratch,vakarni,verb,2014-08-11,5,,
"s kriechen, krochen, gekrochen","to creep, to crawl","kúszni, csúszni, kibújni",verb,2014-10-12,5,,
h kriegen,"to get, to catch",megkapni,verb,2014-09-01,5,,
h kümmern + sich (A) + um (A),"to take care, to look after",gondoskodni,verb,2014-08-31,5,,
h kündigen,to terminate,kirúgni; kilépni; felmondani,verb,2014-05-01,5,,
"h laden, luden, geladen, lädst, lädt",to load,tölteni,verb,2014-10-12,5,,
"h lassen, ließen, gelassen, lässt/läßt, lässt/läßt","to allow, to permit, to let; to have sb do sth",megengedni; csináltatni vkivel vmit,verb,2014-10-12,5,,
"s laufen, liefen, gelaufen, läufst, läuft",to walk,gyalogolni,verb,2014-10-12,5,,
h lehnen,to lean,dőlni,verb,2014-05-01,5,,
h lehren,to teach,tanítani,verb,2014-05-01,5,,
"h leiden, litten, gelitten","to bear, to endure; to suffer, to feel pain","kibírni, elviselni; szenvedni, fájdalmat érezni",verb,2014-10-12,5,,
h leisten,to achieve,teljesíteni,verb,2014-05-10,5,,
h leisten + sich (D),to allow sthg oneself,"megengedni magának (anyagilag, erkölcsileg?)",verb,2014-05-29,5,,
"h lesen, lasen, gelesen, liest, liest",to read,olvasni,verb,2014-10-12,5,,
"h liegen, lagen, gelegen",to lie,"állni, lenni valahol",verb,2014-05-01,5,,
h locken,"to lure, to entice",csalogatni,verb,2014-05-01,5,,
h lösen,"to solve; to loose, to loosen, to detach, to remove","megoldani, megfejteni; eloldani, kioldani, leválasztani",verb,2014-05-01,5,,
"s losgehen, losgingen, losgegangen",to leave; to go off,elindulni,verb,2014-05-07,5,,
"h losschreien, losschrien, losgeschrien",to start shouting,kiabálni kezdeni,verb,2014-05-07,5,,
"h lossprechen, lossprachen, losgesprochen, lossprichst, losspricht",to start talking,beszélni elkezdeni,verb,2014-05-07,5,,
"h lügen, logen, gelogen",to lie,hazudni,verb,2014-05-09,5,,
"h mögen, mag, magst, mag, mögen, mögt, mögen, mochten, gemocht",to like,szeretni (vmit),verb,2014-10-12,5,,
"h mahlen, mahlten, gemahlen",to grind,"darálni, őrölni",verb,2014-10-12,5,,
h malen,to paint (picture),festeni (képet),verb,2014-05-01,5,,
h markieren,to mark,megjelölni,verb,2014-05-08,5,,
"h meiden, mieden, gemieden",to avoid,elkerülni,verb,2014-10-12,5,,
h melden,to report,jelenteni,verb,2014-05-10,5,,
h melden (A) + (D),to report sth to sb,jelenteni vmit vkinek,verb,2014-05-10,5,,
h melden + sich (A),"to sign up, to sign in","jelentkezni, bejelentkezni",verb,2014-05-11,5,,
h melden + sich (A) + bei (D),to report sth to sb,jelentkezni (vkinél),verb,2014-05-10,5,,
"h melken, molken/melkten, gemolken/gemelkt, milkst/melkst, milkt/melkt",to milk,megfejni,verb,2014-10-12,5,,
h merken,"to notice, to realise",észrevenni,verb,2014-05-05,5,,
h merken + sich (D),"to memorize, to remember, to keep in mind",megjegyezni,verb,2014-05-05,5,,
h missachten,to ignore,nem figyelembevenni,verb,2014-05-07,5,,
h misstrauen,"to suspect, to distrust, to have doubts about",gyanakodni,verb,2014-05-01,5,,
"h missverstehen, missverstanden, missverstanden",to misunderstand,félreérteni,verb,2014-05-07,5,,
"h mitbringen, mitbrachten, mitgebracht",to bring along,magával hozni (oda-),verb,2014-05-07,5,,
"h mitentscheiden, mitentschieden, mitentschiden",to participate in decision making,együtt dönteni (veledönteni),verb,2014-05-07,5,,
h mitmachen,to participate; to take part; to join,részt venni,verb,2014-05-10,5,,
"h mitnehmen, mitnahmen, mitgenommen, mitnimmst, mitnimmt",to take along,magával vinni (el-),verb,2014-05-07,5,,
s müde sein + von (D),to be tired from sth,fáradtnak lenni vmitől,verb,2014-10-18,5,,
"h müssen, muss/muß, musst/mußt, muss/muß, müssen, müsst/müßt, müssen, mussten/mußten, gemusst/gemußt",to have to,muszájnak lenni,verb,2014-10-12,5,,
"h nachbringen, nachbrachten, nachgebracht","to take sth after sb, to bring afterwards",utánavinni,verb,2014-05-07,5,,
"h nachdenken, nachdachten, nachtgedacht + über (A)",to think through sth,utánagondolni vminek,verb,2014-05-07,5,,
"h nachdenken, nachdachten, nachtgedacht",to think through,utánagondolni,verb,2014-05-07,5,,
h nachfeiern,to celebrate later,"pótbulizni, pótünnepelni",verb,2014-05-07,5,,
h nachfragen,to demand; to inquire,érdeklődni; igényelni,verb,2014-05-07,5,,
h nachholen,to catch up on,bepótolni,verb,2014-05-07,5,,
"s nachkommen, nachkamen, nachgekommen","to comply (with), to meet, to satisfy; to keep up (with); to come later",utána menni,verb,2014-05-24,5,,
s nachlaufen,to run after sb; to chase after women,futni vki után (átv. is),verb,2014-05-07,5,,
h nachrechnen,to check one's calculation; to recalculate,"utánaszámolni, újraszámolni",verb,2014-05-07,5,,
h nachvollziehen,to understand,érteni,verb,2014-05-07,5,,
h nagen,"to gnaw, to nibble",rágcsálni,verb,2014-08-06,5,,
"h nehmen, nahmen, genommen, nimmst, nimmt",to take,"venni, elvenni",verb,2014-10-12,5,,
"h nennen, nannten, genannt",to name,megnevezni; nevezni (vkit),verb,2014-05-01,5,,
h nerven + sich (A),to annoy sb,"idegesít, bosszant engem",verb,2014-05-29,5,,
s nervös sein,to be nervious,"idegesnek, nyugtalannak lenni",verb,2014-05-29,5,,
s nett sein + zu (D),to be nice to sb,kedvesnek lenni vkivel,verb,2014-10-18,5,,
h niesen,to sneeze,tüsszenteni,verb,2014-08-20,5,,
h öffnen,to open (active),kinyitni,verb,2014-05-10,5,,
h öffnen + sich (A),to open (passive),kinyílni (tárgy),verb,2014-05-18,5,,
"h Pause halten, Pause hielten, Pause gehalten, Pause hältst, Pause hält",to have a break,szünetet tartani,verb,2014-08-20,5,,
h Pause machen,to have a break,szünetet tartani,verb,2014-08-20,5,,
"h pfeifen, pfiffen, gepfiffen",to whistle,fütyülni,verb,2014-05-01,5,,
h pflegen,to nurse,ápolni,verb,2014-08-02,5,,
h präsentieren,to present,prezentálni,verb,2014-05-10,5,,
"h preisen, priesen, gepriesen","to hail, laud, praise","dicsőíteni, dicsérni, magasztalni",verb,2014-10-12,5,,
"h probieren, probierten, probiert",to try; to taste; to sample,kipróbálni; megkísérel,verb,2014-10-08,5,,
"h raten, rieten, geraten, rätst, rät","to advise, to recommend",ajánlani ,verb,2014-10-12,5,,
"h rausbringen, rausbrachten, rausgebracht",to take out (colloquial),"kivinni (szemetet, informális)",verb,2014-10-08,5,,
"s rausgehen, rausgingen, rausgegangen",to go out,kimenni,verb,2014-05-24,5,,
"h realisieren, realisierten, realisiert",to realize,megvalósítani,verb,2014-05-05,5,,
h rechnen,to count,számolni,verb,2014-05-01,5,,
h rechnen + mit (D),to expect something,számolni valamivel,verb,2014-05-01,5,,
h regeln,to regulate,szabályozni,verb,2014-05-01,5,,
h reichen,"to be enough, to be sufficient; to reach; to pass, to hand, to give",elégnek lenni; elérni; odanyújtani,verb,2014-05-10,5,,
"s reinkommen, reinkamen, reingekommen",to come in,bejönni (sorra kerülni),verb,2014-05-24,5,,
"h reinlesen, reinlasen, reingelesen, reinliest, reinliest",to read sth. into sth. (colloquial),beleolvasni (informális),verb,2014-05-18,5,,
"h reintun, reintue, reintust, reintut, reintun, reintut, reintun, reintaten, reingetan",to put in (colloquial),beletenni (informális),verb,2014-10-08,5,,
"h reißen, rissen, gerissen","to rip, to tear","tépni, széttépni, szakítani, szétszakítani, szaggatni",verb,2014-10-12,5,,
"s reißen, rissen, gerissen","to rip, to tear",szakadni,verb,2014-10-12,5,,
"h/s reiten, ritten, geritten",to ride,lovagolni,verb,2014-05-01,5,,
"h rennen, rannten, gerannt",to run,"futni, szaladni",verb,2014-10-12,5,,
h retten,to save; to rescue,megmenteni,verb,2014-05-18,5,,
"h riechen, rochen, gerochen",to use the sense of smell. to detect a smell; to reek,"szagolni, szagot érezni, szagot megérezni; bűzleni",verb,2014-10-12,5,,
"h riechen, rochen, gerochen",to smell sth; to sniff sth,"szagolni vmit, beleszagolni vmibe",verb,2014-10-12,5,,
"h ringen, rangen, gerungen","to wrestle, to struggle","birkózni, küszködni, küzdeni",verb,2014-10-12,5,,
"s rinnen, rannen, geronnen",to flow; to leak,folyni; ereszteni,verb,2014-10-12,5,,
"h rüberbringen, rüberbrachten, rübergebracht",to put sth. across,átvinni (fizikálisan),verb,2014-05-07,5,,
h rüberholen,"to fetch, to fetch sb over",áthozni (fizikálisan),verb,2014-05-07,5,,
h rudern, to row,evezni,verb,2014-08-05,5,,
"h rufen, riefen, gerufen",to call,hívni (telefonon),verb,2014-10-12,5,,
"h rumbringen, rumbrachten, rumgebracht",to bring sb. round,körülvinni,verb,2014-05-07,5,,
"h rumkommen, rumkamen, rumgekommen",to get around,elkerülni (elvont v. fizikális),verb,2014-05-07,5,,
"h runterbringen, runterbrachten, runtergebracht",to bring down; to get sth. down (stairs),levinni,verb,2014-05-07,5,,
"h runternehmen, runternahmen, runtergenommen, runternimmst, runternimmt",to take down,levenni vmit (föntről),verb,2014-05-07,5,,
h rutschen,"to slide, to slip (accident)",elcsúszni,verb,2014-05-05,5,,
s rutschen,"to slide, to slip (sport)",csúszni (sport),verb,2014-05-05,5,,
h Satt haben,to be fed up,elegének lenni,verb,2014-06-10,5,,
s Satt sein,to be full,jóllakva lenni,verb,2014-06-10,5,,
s sauer sein + auf (A),to be angry at sb,dühösnek lenni vkire,verb,2014-10-11,5,,
"h saufen, soffen, gesoffen, säufst, säuft",to booze; to drink (animal),"piálni, inni (állat)",verb,2014-08-13,5,,
"h schaffen, schuffen/schafften, geschaffen/geschafft","to create, to produce, to establish; to be able",létrehozni; képesnek lenni,verb,2014-05-01,5,,
"h schätzen,  schätzte, geschätzt, schätzt, schätzt",to value (highly); to appreciate; to guess,"értékelni (nagyra), értékelést adni",verb,2014-08-24,5,,
"h scheiden, schieden, geschieden",to divorce (not used),elválni (magában nem használt),verb,2014-10-06,5,,
"h scheinen, schienen, geschienen","to appear, to seem",tűnni,verb,2014-10-12,5,,
"h scheißen, schissen, geschissen",to shit (vulgár),szarni (vulgáris),verb,2014-10-12,5,,
"h schelten, schalten, gescholten, schiltst, schilt",to scold,szidalmazni; lehordani,verb,2014-10-12,5,,
"h scheren, schoren/scherten, geschoren/geschert","to shear (sheep), to cut, to trim (hair)","nyírni, lenyírni",verb,2014-10-12,5,,
"h schieben, schoben, geschoben","to push, to shove","tolni, eltolni",verb,2014-05-01,5,,
"s schiefgehen, schiefgingen, schief gegangen",to go bad,félremenni,verb,2014-05-01,5,,
"h schießen, schossen, geschossen","to shoot, to fire (gun or camera); to score a goal; to shoot up (drugs, slang)","tüzelni (fegyverrel); fényképezni; gólt lőni; belőni (drogot, slang)",verb,2014-10-12,5,,
"h schlafen, schliefen, geschlafen, schläfst, schläft",to sleep,aludni,verb,2014-10-12,5,,
"h schlagen, schlugen, geschlagen, schlägst, schlägt","to beat, to hit, to knock, to strike, to punch, to hammer, to pound",ütni,verb,2014-05-07,5,,
s schlecht sein + für (A),to do wrong to sth,rosszat tenni vminek,verb,2014-10-18,5,,
"s schleichen, schlichen, geschlichen","to crawl. to advance slowly, to creep","lopózni, osonni; vánszorogni",verb,2014-10-12,5,,
"h schleifen, schliffen/schleiften, geschliffen/geschleift",to pull; to whet,"vonszolni, hurcolni, cipelni; megfenni",verb,2014-10-12,5,,
h schlendern,to stroll,sétálni,verb,2014-08-11,5,,
"h schmelzen, schmolzen, geschmolzen",to melt sth; to liquefy sth,"megolvasztani, olvasztani",verb,2014-10-13,5,,
"s schmelzen, schmolzen, geschmolzen",to melt; to liquefy,"megolvadni, olvadni",verb,2014-10-12,5,,
h schmuggeln,to smuggle,csempészni,verb,2014-05-01,5,,
"h schneiden, schnitten, geschnitten",to cut,vágni,verb,2014-10-12,5,,
"h schreiben, schrieben, geschrieben",to write,írni,verb,2014-10-12,5,,
"h schreien, schrieen, geschrieen",to cry; to weep,sírni; könnyezni,verb,2014-10-12,5,,
"s Schuldgefühl,~e","sense of guilt, guilty feeling",bűntudat,noun,2014-08-20,5,,
h schummeln,to cheat,csalni,verb,2014-05-01,5,,
h schwän­zen,"to cut (class, work, etc)",lógni,verb,2014-06-04,5,,
s schweben,"to hover, to float",lebegni,verb,2014-10-14,5,,
"h schweigen, schwiegen, geschwiegen","to be silent, to keep quiet; to stop talking, to shut up","csöndben maradni, elhallgatni (beszédet abbahagyni)",verb,2014-10-12,5,,
